date,hospital_id,Hospital name,Location,total_number_of_beds,total_admissions,baseline_admissions,surge_multiplier,is_surge,surge_severity,surge_reasons,respiratory_admissions,waterborne_admissions,heat_related_admissions,trauma_admissions,other_admissions,avg_aqi,temperature_c,rainfall_mm,active_events
2020-11-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,65,65,1.0,False,None,None,9,6,3,13,34,170,31.1,0.0,None
2020-11-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,73,73,1.0,False,None,None,10,7,3,14,39,182,31.0,0.0,None
2020-11-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,73,73,1.0,False,None,None,10,7,3,14,39,188,30.7,0.0,None
2020-11-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,90,90,1.0,False,None,None,13,9,4,18,46,192,31.1,0.0,None
2020-11-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,66,66,1.0,False,None,None,9,6,3,13,35,178,31.1,0.0,None
2020-11-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,82,1.0,False,None,None,12,8,4,16,42,165,31.5,0.0,None
2020-11-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,82,1.0,False,None,None,12,8,4,16,42,175,33.1,0.0,None
2020-11-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,72,72,1.0,False,None,None,10,7,3,14,38,185,32.4,0.0,None
2020-11-29,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,57,57,1.0,False,None,None,8,5,2,11,31,195,31.7,0.0,None
2020-11-30,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,200,32.1,0.0,None
2020-12-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,65,65,1.0,False,None,None,9,6,3,13,34,185,33.2,0.0,None
2020-12-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,77,77,1.0,False,None,None,11,7,3,15,41,192,32.9,0.0,None
2020-12-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,81,68,1.2,True,Minor,Poor AQI,23,6,3,13,36,205,32.6,0.0,None
2020-12-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,88,88,1.0,False,None,None,13,8,4,17,46,178,32.5,0.0,None
2020-12-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,55,55,1.0,False,None,None,8,5,2,11,29,166,32.9,0.0,None
2020-12-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,64,64,1.0,False,None,None,9,6,3,12,34,155,33.0,0.0,None
2020-12-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,85,1.0,False,None,None,12,8,4,17,44,142,33.5,0.0,None
2020-12-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,86,86,1.0,False,None,None,12,8,4,17,45,168,33.1,0.0,None
2020-12-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,63,63,1.0,False,None,None,9,6,3,12,33,180,32.8,0.0,None
2020-12-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,75,75,1.0,False,None,None,11,7,3,15,39,195,31.1,0.0,None
2020-12-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,81,68,1.2,True,Minor,Poor AQI,23,6,3,13,36,215,28.1,1.0,None
2020-12-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,72,60,1.2,True,Minor,Poor AQI,21,6,3,12,30,230,30.5,1.3,None
2020-12-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,61,51,1.2,True,Minor,Poor AQI,17,5,2,10,27,245,29.0,0.0,None
2020-12-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,109,91,1.2,True,Minor,Poor AQI,27,23,3,15,41,228,27.5,22.5,None
2020-12-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,87,73,1.2,True,Minor,Poor AQI,25,7,3,14,38,209,29.4,0.0,None
2020-12-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,73,73,1.0,False,None,None,10,7,3,14,39,188,29.4,0.0,None
2020-12-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,88,88,1.0,False,None,None,13,8,4,17,46,175,30.3,0.0,None
2020-12-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,90,90,1.0,False,None,None,13,9,4,18,46,160,30.9,0.0,None
2020-12-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,52,52,1.0,False,None,None,7,5,2,10,28,150,32.0,0.0,None
2020-12-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,73,73,1.0,False,None,None,10,7,3,14,39,165,31.1,0.0,None
2020-12-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,83,83,1.0,False,None,None,12,8,4,16,43,182,31.3,0.0,None
2020-12-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,198,31.0,0.0,None
2020-12-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,76,64,1.2,True,Minor,Poor AQI,22,6,3,12,33,210,29.5,0.0,None
2020-12-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,62,1.2,True,Minor,Poor AQI,21,6,3,12,32,205,31.1,0.0,None
2020-12-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,77,77,1.0,False,None,None,11,7,3,15,41,190,32.6,0.0,None
2020-12-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,63,63,1.0,False,None,None,9,6,3,12,33,177,31.6,0.0,None
2020-12-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,58,58,1.0,False,None,None,8,5,2,11,32,162,30.1,0.0,None
2020-12-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,77,77,1.0,False,None,None,11,7,3,15,41,153,28.4,0.0,None
2020-12-29,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,75,75,1.0,False,None,None,11,7,3,15,39,170,27.6,0.0,None
2020-12-30,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,85,1.0,False,None,None,12,8,4,17,44,185,28.8,0.0,None
2020-12-31,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,69,1.2,True,Minor,Poor AQI,23,6,3,13,37,202,32.1,0.0,None
2021-01-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,80,67,1.2,True,Minor,Poor AQI,23,6,3,13,35,210,31.8,0.0,None
2021-01-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,60,50,1.2,True,Minor,Poor AQI,17,5,2,10,26,205,29.0,0.0,None
2021-01-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,58,58,1.0,False,None,None,8,5,2,11,32,198,28.4,0.0,None
2021-01-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,70,70,1.0,False,None,None,10,7,3,14,36,185,28.1,0.0,None
2021-01-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,75,75,1.0,False,None,None,11,7,3,15,39,177,28.5,0.4,None
2021-01-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,84,84,1.0,False,None,None,12,8,4,16,44,190,29.2,0.0,None
2021-01-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,71,1.2,True,Minor,Poor AQI,24,7,3,14,37,215,29.5,0.2,None
2021-01-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,86,72,1.2,True,Minor,Poor AQI,25,7,3,14,37,230,29.0,2.8,None
2021-01-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,66,1.2,True,Minor,Poor AQI,23,6,3,13,34,225,30.4,0.2,None
2021-01-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,53,53,1.0,False,None,None,7,5,2,10,29,200,31.1,0.0,None
2021-01-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,86,86,1.0,False,None,None,12,8,4,17,45,180,31.4,0.0,None
2021-01-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,65,65,1.0,False,None,None,9,6,3,13,34,165,32.8,0.0,None
2021-01-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,82,1.0,False,None,None,12,8,4,16,42,170,32.3,0.0,None
2021-01-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,66,66,1.0,False,None,None,9,6,3,13,35,195,30.6,0.0,None
2021-01-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,102,85,1.2,True,Minor,Poor AQI,29,8,4,17,44,210,28.4,0.0,None
2021-01-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,61,51,1.2,True,Minor,Poor AQI,17,5,2,10,27,222,28.5,0.0,None
2021-01-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,84,70,1.2,True,Minor,Poor AQI,24,7,3,14,36,235,28.3,0.0,None
2021-01-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,62,1.2,True,Minor,Poor AQI,21,6,3,12,32,240,28.9,0.0,None
2021-01-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,76,64,1.2,True,Minor,Poor AQI,22,6,3,12,33,218,30.0,0.0,None
2021-01-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,93,78,1.2,True,Minor,Poor AQI,27,7,3,15,41,202,30.5,0.0,None
2021-01-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,75,75,1.0,False,None,None,11,7,3,15,39,190,28.9,0.0,None
2021-01-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,63,63,1.0,False,None,None,9,6,3,12,33,185,29.8,0.0,None
2021-01-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,56,56,1.0,False,None,None,8,5,2,11,30,175,30.7,0.0,None
2021-01-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,52,52,1.0,False,None,None,7,5,2,10,28,160,29.5,0.0,None
2021-01-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,155,29.1,0.0,None
2021-01-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,68,68,1.0,False,None,None,10,6,3,13,36,178,28.1,0.0,None
2021-01-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,67,67,1.0,False,None,None,10,6,3,13,35,192,27.2,0.0,None
2021-01-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,75,63,1.2,True,Minor,Poor AQI,21,6,3,12,33,208,27.7,0.0,None
2021-01-29,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,86,72,1.2,True,Minor,Poor AQI,25,7,3,14,37,215,28.3,0.0,None
2021-01-30,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,62,52,1.2,True,Minor,Poor AQI,18,5,2,10,27,220,30.1,0.0,None
2021-01-31,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,71,1.2,True,Minor,Poor AQI,24,7,3,14,37,205,31.0,0.0,None
2021-02-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,92,77,1.2,True,Minor,Poor AQI,26,7,3,15,41,210,32.7,0.0,None
2021-02-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,100,84,1.2,True,Minor,Poor AQI,29,8,4,16,43,225,33.0,0.0,None
2021-02-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,100,84,1.2,True,Minor,Poor AQI,29,8,4,16,43,238,31.4,0.0,None
2021-02-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,109,91,1.2,True,Minor,Poor AQI,31,9,4,18,47,245,30.3,0.0,None
2021-02-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,124,104,1.2,True,Minor,Poor AQI,36,10,5,20,53,250,30.0,0.0,None
2021-02-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,84,70,1.2,True,Minor,Poor AQI,24,7,3,14,36,262,31.5,0.0,None
2021-02-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,93,78,1.2,True,Minor,Poor AQI,27,7,3,15,41,275,32.9,0.0,None
2021-02-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,122,102,1.2,True,Minor,Poor AQI,35,10,5,20,52,285,32.8,0.0,None
2021-02-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,91,76,1.2,True,Minor,Poor AQI,26,7,3,15,40,255,32.8,0.0,None
2021-02-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,91,76,1.2,True,Minor,Poor AQI,26,7,3,15,40,240,31.0,0.0,None
2021-02-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,71,1.2,True,Minor,Poor AQI,24,7,3,14,37,233,32.3,0.0,None
2021-02-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,98,82,1.2,True,Minor,Poor AQI,28,8,4,16,42,220,30.4,0.0,None
2021-02-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,63,63,1.0,False,None,None,9,6,3,12,33,195,30.4,0.0,None
2021-02-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,93,78,1.2,True,Minor,Poor AQI,27,7,3,15,41,205,30.3,0.0,None
2021-02-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,114,95,1.2,True,Minor,Poor AQI,33,9,4,19,49,215,28.7,0.0,None
2021-02-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,90,75,1.2,True,Minor,Poor AQI,26,7,3,15,39,230,27.9,0.0,None
2021-02-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,91,76,1.2,True,Minor,Poor AQI,26,7,3,15,40,248,28.9,0.0,None
2021-02-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,114,95,1.2,True,Minor,Poor AQI,33,9,4,19,49,258,31.5,1.0,None
2021-02-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,97,81,1.2,True,Minor,Poor AQI,28,8,4,16,41,268,32.1,0.1,None
2021-02-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,87,73,1.2,True,Minor,Poor AQI,25,7,3,14,38,270,32.5,0.0,None
2021-02-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,90,75,1.2,True,Minor,Poor AQI,26,7,3,15,39,260,34.1,0.0,None
2021-02-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,118,99,1.2,True,Minor,Poor AQI,34,9,4,19,52,245,33.2,0.0,None
2021-02-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,105,88,1.2,True,Minor,Poor AQI,30,8,4,17,46,222,31.8,0.0,None
2021-02-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,117,98,1.2,True,Minor,Poor AQI,34,9,4,19,51,235,33.2,0.0,None
2021-02-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,115,96,1.2,True,Minor,Poor AQI,33,9,4,19,50,252,33.2,0.0,None
2021-02-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,116,97,1.2,True,Minor,Poor AQI,33,9,4,19,51,265,30.4,0.0,None
2021-02-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,71,1.2,True,Minor,Poor AQI,24,7,3,14,37,280,31.3,0.0,None
2021-02-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,68,57,1.2,True,Minor,Poor AQI,19,5,2,11,31,272,34.4,0.0,None
2021-03-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,66,66,1.0,False,None,None,8,5,11,11,31,158,35.2,0.0,None
2021-03-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,69,69,1.0,False,None,None,10,6,3,13,37,161,34.5,0.0,None
2021-03-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,91,76,1.2,True,Minor,Heatwave,11,7,15,15,43,155,36.4,0.0,None
2021-03-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,100,84,1.2,True,Minor,Heatwave,13,8,17,17,45,149,36.5,0.0,None
2021-03-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,80,67,1.2,True,Minor,Heatwave,10,6,13,13,38,152,36.7,0.0,None
2021-03-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,57,57,1.0,False,None,None,8,5,2,11,31,145,31.5,0.0,None
2021-03-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,69,69,1.0,False,None,None,10,6,3,13,37,139,33.0,0.0,None
2021-03-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,72,72,1.0,False,None,None,10,7,3,14,38,142,32.4,0.0,None
2021-03-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,81,81,1.0,False,None,None,12,8,4,16,41,148,35.0,0.0,None
2021-03-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,70,70,1.0,False,None,None,10,7,3,14,36,137,32.8,0.0,None
2021-03-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,78,78,1.0,False,None,None,11,7,3,15,42,130,31.1,0.0,None
2021-03-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,87,87,1.0,False,None,None,13,8,4,17,45,134,32.8,0.0,None
2021-03-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,61,61,1.0,False,None,None,7,5,10,10,29,127,35.8,0.0,None
2021-03-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,56,56,1.0,False,None,None,8,5,2,11,30,132,34.7,0.0,None
2021-03-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,61,61,1.0,False,None,None,9,6,3,12,31,129,34.7,0.0,None
2021-03-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,87,87,1.0,False,None,None,13,8,4,17,45,140,33.9,0.0,None
2021-03-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,77,77,1.0,False,None,None,11,7,3,15,41,151,34.8,0.0,None
2021-03-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,84,84,1.0,False,None,None,12,8,4,16,44,135,32.6,0.0,None
2021-03-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,76,76,1.0,False,None,None,11,7,3,15,40,126,32.3,0.0,None
2021-03-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,51,51,1.0,False,None,None,7,5,2,10,27,119,31.3,0.0,None
2021-03-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,51,51,1.0,False,None,None,7,5,2,10,27,122,32.1,0.0,None
2021-03-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,74,1.0,False,None,None,11,7,3,14,39,115,33.9,0.0,None
2021-03-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,79,1.0,False,None,None,11,7,3,15,43,125,34.0,0.0,None
2021-03-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,78,78,1.0,False,None,None,10,6,13,13,36,118,35.7,0.0,None
2021-03-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,87,73,1.2,True,Minor,Heatwave,11,7,15,15,39,128,38.4,0.0,None
2021-03-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,106,89,1.2,True,Minor,Heatwave,13,9,18,18,48,114,36.7,0.0,None
2021-03-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,72,60,1.2,True,Minor,Heatwave,9,6,12,12,33,108,38.7,0.0,None
2021-03-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,62,1.2,True,Minor,Event: Holi,9,6,3,22,34,120,33.8,0.0,Holi
2021-03-29,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,87,73,1.2,True,Minor,Event: Holi,11,7,3,26,40,111,32.6,0.0,Holi
2021-03-30,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,75,75,1.0,False,None,None,11,7,3,15,39,106,31.5,0.0,None
2021-03-31,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,116,31.0,0.0,None
2021-04-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,79,1.0,False,None,None,11,7,3,15,43,130,31.7,0.0,None
2021-04-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,95,95,1.0,False,None,None,14,9,4,19,49,142,31.1,0.1,None
2021-04-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,59,59,1.0,False,None,None,8,5,2,11,33,145,30.5,0.0,None
2021-04-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,54,54,1.0,False,None,None,8,5,2,10,29,138,31.1,0.0,None
2021-04-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,83,83,1.0,False,None,None,12,8,4,16,43,135,31.8,0.0,None
2021-04-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,68,68,1.0,False,None,None,10,6,3,13,36,128,34.0,0.0,None
2021-04-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,79,1.0,False,None,None,11,7,3,15,43,119,33.5,0.0,None
2021-04-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,66,66,1.0,False,None,None,9,6,3,13,35,115,31.6,0.0,None
2021-04-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,78,78,1.0,False,None,None,11,7,3,15,42,122,32.1,0.0,None
2021-04-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,125,32.4,0.0,None
2021-04-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,66,66,1.0,False,None,None,9,6,3,13,35,133,34.2,0.0,None
2021-04-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,92,92,1.0,False,None,None,13,9,4,18,48,130,33.5,0.0,None
2021-04-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,106,89,1.2,True,Minor,Heatwave,13,9,18,18,48,126,36.2,0.0,None
2021-04-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,92,92,1.0,False,None,None,12,8,16,16,40,118,35.5,0.0,None
2021-04-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,65,65,1.0,False,None,None,9,6,3,13,34,110,34.1,0.0,None
2021-04-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,93,93,1.0,False,None,None,13,9,4,18,49,152,32.2,0.0,None
2021-04-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,78,78,1.0,False,None,None,11,7,3,15,42,148,32.5,0.0,None
2021-04-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,63,63,1.0,False,None,None,9,6,3,12,33,140,34.4,0.0,None
2021-04-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,92,92,1.0,False,None,None,13,9,4,18,48,105,32.7,0.0,None
2021-04-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,85,1.0,False,None,None,12,8,4,17,44,98,32.2,0.0,None
2021-04-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,88,88,1.0,False,None,None,13,8,4,17,46,102,32.1,0.0,None
2021-04-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,69,69,1.0,False,None,None,10,6,3,13,37,114,33.0,0.0,None
2021-04-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,87,87,1.0,False,None,None,13,8,4,17,45,120,33.4,0.0,None
2021-04-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,58,58,1.0,False,None,None,8,5,2,11,32,131,32.3,0.0,None
2021-04-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,74,1.0,False,None,None,11,7,3,14,39,136,33.7,0.0,None
2021-04-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,70,70,1.0,False,None,None,10,7,3,14,36,141,33.5,0.0,None
2021-04-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,139,33.8,0.0,None
2021-04-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,80,80,1.0,False,None,None,12,8,4,16,40,127,34.3,0.0,None
2021-04-29,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,65,65,1.0,False,None,None,9,6,3,13,34,117,34.2,0.0,None
2021-04-30,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,82,1.0,False,None,None,12,8,4,16,42,108,32.5,0.0,None
2021-05-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,61,61,1.0,False,None,None,9,6,3,12,31,135,34.3,0.0,None
2021-05-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,57,57,1.0,False,None,None,8,5,2,11,31,128,33.7,0.0,None
2021-05-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,64,64,1.0,False,None,None,9,6,3,12,34,140,34.4,0.0,None
2021-05-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,68,68,1.0,False,None,None,10,6,3,13,36,133,33.7,0.0,None
2021-05-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,62,62,1.0,False,None,None,9,6,3,12,32,125,33.5,0.0,None
2021-05-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,62,62,1.0,False,None,None,9,6,3,12,32,118,32.9,0.0,None
2021-05-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,58,58,1.0,False,None,None,8,5,2,11,32,115,33.0,0.0,None
2021-05-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,49,49,1.0,False,None,None,7,4,2,9,27,120,33.4,0.0,None
2021-05-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,51,51,1.0,False,None,None,7,5,2,10,27,124,33.0,0.0,None
2021-05-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,64,64,1.0,False,None,None,9,6,3,12,34,130,33.3,0.0,None
2021-05-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,84,84,1.0,False,None,None,12,8,4,16,44,142,32.8,0.0,None
